id,title,company,location,salary,type,description,posted,skills
340,Machine Learning Engineer,Infosys,"Pune, Maharashtra",$124K - $167K,Remote,"Design, build, and deploy machine learning models at scale using PyTorch or TensorFlow. Work on deep learning architectures, feature engineering, and optimizing models for production environments. You will implement MLOps practices to ensure model reproducibility and monitor performance in real-time. Experience with agile methodologies is preferred for this role.",,"PyTorch, TensorFlow, NLP, Computer Vision, MLOps, Model Deployment"
341,Business Analyst,L&T Infotech,"Bengaluru, Karnataka",$122K - $153K,Part-time,"As a Business Analyst, you will translate complex business problems into clear technical requirements. You will create process maps, conduct cost-benefit analyses, and work with development teams to ensure successful project delivery. Strong analytical skills and the ability to communicate with both technical and non-technical audiences are key. We offer competitive benefits and a remote-friendly culture.",,"SQL, Tableau, Excel, Requirement Gathering, Process Improvement"
342,Business Analyst,Amazon India,"Kolkata, West Bengal",$99K - $174K,Part-time,"Help us optimize our operations through data-driven analysis. You will identify areas for process improvement, develop business cases for new initiatives, and measure the impact of our technical solutions. This role requires a deep understanding of our business domain and the ability to use data to drive strategic decisions. Looking for a self-motivated individual who loves solving complex problems.",,"SQL, Tableau, Excel, Requirement Gathering, Process Improvement"
343,Machine Learning Engineer,Capgemini India,"Bengaluru, Karnataka",$88K - $162K,Part-time,"Design, build, and deploy machine learning models at scale using PyTorch or TensorFlow. Work on deep learning architectures, feature engineering, and optimizing models for production environments. You will implement MLOps practices to ensure model reproducibility and monitor performance in real-time. We offer competitive benefits and a remote-friendly culture.",,"PyTorch, TensorFlow, NLP, Computer Vision, MLOps, Model Deployment"
344,Software Engineer,Reliance Digital,"Mumbai, Maharashtra",$141K - $198K,Full-time,"Join our engineering team to solve complex technical challenges. You will apply software design patterns to build reusable libraries and ensure the long-term maintainability of our codebase. This role requires strong problem-solving skills and the ability to work effectively in a collaborative, agile environment. Looking for a self-motivated individual who loves solving complex problems.",,"Java, C++, Spring Boot, SQL, Design Patterns, Unit Testing"
345,Software Engineer,Amazon India,"Jaipur, Rajasthan",$127K - $186K,Part-time,"We are looking for a Software Engineer who is passionate about technical excellence. You will contribute to architecture discussions, implement high-quality features, and help improve our engineering processes. Versatility and a willingness to learn new technologies are more important than deep expertise in a single stack. Be part of a diverse team pushing technological boundaries.",,"Java, C++, Spring Boot, SQL, Design Patterns, Unit Testing"
346,DevOps Engineer,Cognizant India,"Noida, Uttar Pradesh",$98K - $161K,Contract,"Automate infrastructure deployment and management using AWS, Docker, and Kubernetes. Ensure system reliability, scalability, and security through robust CI/CD pipelines and cloud-native practices. You will be responsible for monitoring system health and responding to incidents in our production environment. Be part of a diverse team pushing technological boundaries.",,"AWS, Docker, Kubernetes, Terraform, Jenkins, Monitoring"
347,iOS Developer,Flipkart,"Mumbai, Maharashtra",$140K - $169K,Contract,"We are seeking an iOS expert to lead our mobile development efforts on Apple platforms. You will architect complex apps using modern patterns like MVVM, manage data persistence with Core Data, and ensure seamless networking. A passion for detail and a commitment to providing a world-class user experience are required. Be part of a diverse team pushing technological boundaries.",,"Swift, SwiftUI, Objective-C, Core Data, XCode, iOS SDK"
348,Mobile App Developer,Flipkart,"Gurugram, Haryana",$106K - $165K,Full-time,"Architect and build cross-platform mobile solutions that delight users. You will focus on pixel-perfect UI implementation, optimizing app startup times, and managing complex application states. This role involves working closely with UX designers to push the boundaries of mobile interaction design. Be part of a diverse team pushing technological boundaries.",,"React Native, Flutter, Firebase, Mobile UI Design, App Store Optimization"
349,Machine Learning Engineer,Infosys,"Gurugram, Haryana",$134K - $160K,Contract,"Design, build, and deploy machine learning models at scale using PyTorch or TensorFlow. Work on deep learning architectures, feature engineering, and optimizing models for production environments. You will implement MLOps practices to ensure model reproducibility and monitor performance in real-time. We offer competitive benefits and a remote-friendly culture.",,"PyTorch, TensorFlow, NLP, Computer Vision, MLOps, Model Deployment"
350,Business Analyst,Flipkart,"Jaipur, Rajasthan",$147K - $187K,Part-time,"As a Business Analyst, you will translate complex business problems into clear technical requirements. You will create process maps, conduct cost-benefit analyses, and work with development teams to ensure successful project delivery. Strong analytical skills and the ability to communicate with both technical and non-technical audiences are key. Join us to make a real impact.",,"SQL, Tableau, Excel, Requirement Gathering, Process Improvement"
351,QA Engineer,Infosys,"Hyderabad, Telangana",$133K - $199K,Contract,"Lead our quality assurance efforts to deliver bug-free software to our customers. You will design test plans, manage test data, and integrate testing into our CI/CD pipelines. This role requires a meticulous eye for detail and the ability to think like a user to identify edge cases and potential failure points. Experience with agile methodologies is preferred for this role.",,"Selenium, Cypress, Jest, Manual Testing, API Testing, Load Testing"
